job_title,company,location,salary,experience,description,date_posted
MLOps Engineer,Mistral AI,"Berlin, Germany",4027000,7 years,"MLOps Engineer position at Mistral AI requiring kubernetes, terraform, aws, mlflow, airflow. Based in Berlin, Germany. Looking for 7 years of industry experience.",2023-12-10
DevOps Engineer,Artivatic,Mumbai,1187000,2 years,"DevOps Engineer position at Artivatic requiring aws, linux, monitoring, ci/cd. Based in Mumbai. Looking for 2 years of industry experience.",2025-06-12
ML Engineer,Weights & Biases,"San Francisco, US",17439000,8 years,"ML Engineer position at Weights & Biases requiring sql, scikit-learn, spark, pytorch, mlflow, docker, tensorflow. Based in San Francisco, US. Looking for 8 years of industry experience.",2024-01-17
Computer Vision Engineer,Samsung Semiconductor,Chennai,1598000,0 years,"Computer Vision Engineer position at Samsung Semiconductor requiring python, tensorflow, pytorch, cuda, yolo, onnx, image segmentation. Based in Chennai. Looking for 0 years of industry experience.",2026-02-23
iOS Developer,Stripe,Gurugram,996000,2 years,"iOS Developer position at Stripe requiring swift, rest api, swiftui, core data. Based in Gurugram. Looking for 2 years of industry experience.",2026-01-04
Cloud Architect,Datadog,"Austin, US",9473000,7 years,"Cloud Architect position at Datadog requiring docker, networking, terraform, gcp, ci/cd, azure. Based in Austin, US. Looking for 7 years of industry experience.",2024-01-31
Android Developer,Sarvam AI,Jaipur,1874000,4 years,"Android Developer position at Sarvam AI requiring firebase, kotlin, ci/cd, android sdk, sqlite, java, rest api. Based in Jaipur. Looking for 4 years of industry experience.",2025-12-22
Data Scientist,Zoho,Bengaluru,1929000,2 years,"Data Scientist position at Zoho requiring python, pandas, tensorflow, sql, machine learning. Based in Bengaluru. Looking for 2 years of industry experience.",2023-09-17
Cloud Architect,Mphasis,Hyderabad,1775000,0 years,"Cloud Architect position at Mphasis requiring aws, kubernetes, gcp, security, networking, devops, azure. Based in Hyderabad. Looking for 0 years of industry experience.",2024-11-09
iOS Developer,Netflix,Kolkata,1845000,9 years,"iOS Developer position at Netflix requiring ci/cd, xcode, firebase, app store, core data, swift, swiftui. Based in Kolkata. Looking for 9 years of industry experience.",2023-08-02
Backend Developer,Weights & Biases,"Toronto, Canada",1828000,2 years,"Backend Developer position at Weights & Biases requiring docker, rest api, redis, postgresql. Based in Toronto, Canada. Looking for 2 years of industry experience.",2025-07-31
Data Analyst,Adobe,Jaipur,1111000,9 years,"Data Analyst position at Adobe requiring pandas, sql, power bi, excel, data visualization, r. Based in Jaipur. Looking for 9 years of industry experience.",2025-06-02
Full Stack Developer,Razorpay,Pune,1373000,2 years,"Full Stack Developer position at Razorpay requiring python, node.js, git, rest api, docker. Based in Pune. Looking for 2 years of industry experience.",2026-05-18
Senior Data Scientist,Mastek,"London, UK",8208000,4 years,"Senior Data Scientist position at Mastek requiring python, aws, statistical modeling, pytorch, causal inference, mlops, tensorflow. Based in London, UK. Looking for 4 years of industry experience.",2024-10-02
Data Engineer,Yellow.ai,"Austin, US",7639000,7 years,"Data Engineer position at Yellow.ai requiring sql, dbt, kafka, python, airflow, aws. Based in Austin, US. Looking for 7 years of industry experience.",2023-02-19
Embedded Systems Engineer,Artivatic,"San Francisco, US",9071000,7 years,"Embedded Systems Engineer position at Artivatic requiring c, c++, rtos, hardware debugging, microcontrollers. Based in San Francisco, US. Looking for 7 years of industry experience.",2024-04-06
Backend Developer,Together AI,Noida,2116000,4 years,"Backend Developer position at Together AI requiring node.js, postgresql, mongodb, python. Based in Noida. Looking for 4 years of industry experience.",2025-02-08
ML Engineer,Krutrim,Delhi,988000,0 years,"ML Engineer position at Krutrim requiring spark, scikit-learn, python, tensorflow, docker, sql. Based in Delhi. Looking for 0 years of industry experience.",2023-03-20
Security Engineer,Artivatic,Jaipur,3518000,10+ years,"Security Engineer position at Artivatic requiring devsecops, python, splunk, threat modeling. Based in Jaipur. Looking for 10+ years of industry experience.",2024-07-27
Security Engineer,Dream11,Remote,3453000,5 years,"Security Engineer position at Dream11 requiring threat modeling, penetration testing, aws, devsecops, kubernetes, python, zero trust. Remote-friendly role. Looking for 5 years of industry experience.",2023-12-06
Security Engineer,JPMorgan,"Austin, US",5084000,2 years,"Security Engineer position at JPMorgan requiring kubernetes, devsecops, compliance, splunk, zero trust, aws. Based in Austin, US. Looking for 2 years of industry experience.",2025-08-05
DevOps Engineer,Infosys,Chennai,2092000,2 years,"DevOps Engineer position at Infosys requiring ansible, python, jenkins, ci/cd, terraform, linux. Based in Chennai. Looking for 2 years of industry experience.",2026-03-13
Frontend Developer,Juspay,"San Francisco, US",3706000,3 years,"Frontend Developer position at Juspay requiring next.js, html, redux, typescript, css, react. Based in San Francisco, US. Looking for 3 years of industry experience.",2025-06-26
NLP Engineer,Infosys,Chennai,1518000,3 years,"NLP Engineer position at Infosys requiring transformers, huggingface, spacy, nltk, pytorch, sql. Based in Chennai. Looking for 3 years of industry experience.",2024-10-02
Frontend Developer,Mastek,Mumbai,1414000,6 years,"Frontend Developer position at Mastek requiring javascript, react, tailwind, next.js, css, redux. Based in Mumbai. Looking for 6 years of industry experience.",2023-12-02
Data Scientist,NVIDIA,Chennai,2769000,4 years,"Data Scientist position at NVIDIA requiring sql, spark, pandas, python, tensorflow, machine learning. Based in Chennai. Looking for 4 years of industry experience.",2025-10-03
Blockchain Developer,Oracle,Remote,2811000,7 years,"Blockchain Developer position at Oracle requiring solidity, rust, security, defi, hardhat. Remote-friendly role. Looking for 7 years of industry experience.",2023-10-05
Backend Developer,Together AI,Mumbai,1986000,5 years,"Backend Developer position at Together AI requiring mongodb, postgresql, python, redis, docker, rest api. Based in Mumbai. Looking for 5 years of industry experience.",2023-10-17
Security Engineer,Oracle,"London, UK",5935000,6 years,"Security Engineer position at Oracle requiring python, aws, siem, kubernetes, threat modeling, splunk. Based in London, UK. Looking for 6 years of industry experience.",2024-08-08
Computer Vision Engineer,Barclays,"Toronto, Canada",5548000,10+ years,"Computer Vision Engineer position at Barclays requiring deep learning, tensorflow, yolo, image segmentation, python. Based in Toronto, Canada. Looking for 10+ years of industry experience.",2026-03-25
ML Engineer,Juspay,Jaipur,1118000,2 years,"ML Engineer position at Juspay requiring scikit-learn, python, kubernetes, sql. Based in Jaipur. Looking for 2 years of industry experience.",2023-12-04
NLP Engineer,Artivatic,Bengaluru,2395000,2 years,"NLP Engineer position at Artivatic requiring python, nltk, llm, huggingface. Based in Bengaluru. Looking for 2 years of industry experience.",2024-06-01
Android Developer,Apple,Pune,815000,2 years,"Android Developer position at Apple requiring android sdk, rest api, mvvm, jetpack compose, kotlin. Based in Pune. Looking for 2 years of industry experience.",2023-06-26
Cloud Architect,Accenture,Chennai,2953000,0 years,"Cloud Architect position at Accenture requiring terraform, kubernetes, devops, gcp. Based in Chennai. Looking for 0 years of industry experience.",2025-10-25
Senior Software Engineer,Adobe,Mumbai,5779000,8 years,"Senior Software Engineer position at Adobe requiring distributed systems, java, system design, aws, grpc. Based in Mumbai. Looking for 8 years of industry experience.",2026-01-24
QA Engineer,Stability AI,Gurugram,1605000,8 years,"QA Engineer position at Stability AI requiring sql, jira, pytest, appium, selenium. Based in Gurugram. Looking for 8 years of industry experience.",2023-11-05
MLOps Engineer,Anthropic,Noida,1021000,2 years,"MLOps Engineer position at Anthropic requiring docker, terraform, kubeflow, aws. Based in Noida. Looking for 2 years of industry experience.",2023-03-22
Software Engineer,LangChain,Hyderabad,719000,1 year,"Software Engineer position at LangChain requiring spring boot, python, c++, git, algorithms, linux. Based in Hyderabad. Looking for 1 year of industry experience.",2023-04-14
Data Scientist,Mastek,Chennai,2077000,2 years,"Data Scientist position at Mastek requiring spark, statistics, tableau, pandas. Based in Chennai. Looking for 2 years of industry experience.",2025-01-08
Blockchain Developer,Together AI,Bengaluru,1979000,4 years,"Blockchain Developer position at Together AI requiring security, solidity, web3.js, python. Based in Bengaluru. Looking for 4 years of industry experience.",2024-03-20
Data Analyst,Byju's,Delhi,1356000,9 years,"Data Analyst position at Byju's requiring python, data visualization, excel, r, tableau. Based in Delhi. Looking for 9 years of industry experience.",2025-03-27
Computer Vision Engineer,SAP,"San Francisco, US",19605000,12+ years,"Computer Vision Engineer position at SAP requiring c++, opencv, python, deep learning. Based in San Francisco, US. Looking for 12+ years of industry experience.",2024-03-21
Security Engineer,OpenAI,"Dubai, UAE",7938000,5 years,"Security Engineer position at OpenAI requiring compliance, siem, threat modeling, aws. Based in Dubai, UAE. Looking for 5 years of industry experience.",2023-03-15
Product Manager,Artivatic,"Seattle, US",7416000,3 years,"Product Manager position at Artivatic requiring jira, go-to-market, agile, product strategy. Based in Seattle, US. Looking for 3 years of industry experience.",2024-05-24
Android Developer,Cohere,Gurugram,1210000,2 years,"Android Developer position at Cohere requiring sqlite, kotlin, firebase, ci/cd, android sdk, mvvm. Based in Gurugram. Looking for 2 years of industry experience.",2025-08-30
LLM Engineer,Swiggy,"Berlin, Germany",12019000,6 years,"LLM Engineer position at Swiggy requiring vector databases, langchain, pytorch, vllm, huggingface, fine-tuning, transformers. Based in Berlin, Germany. Looking for 6 years of industry experience.",2024-04-08
DevOps Engineer,Meta,Mumbai,1362000,5 years,"DevOps Engineer position at Meta requiring docker, linux, kubernetes, monitoring, jenkins. Based in Mumbai. Looking for 5 years of industry experience.",2025-10-15
Data Scientist,Vcana Global,"San Francisco, US",9527000,2 years,"Data Scientist position at Vcana Global requiring sql, python, machine learning, statistics. Based in San Francisco, US. Looking for 2 years of industry experience.",2025-06-19
Data Scientist,IBM,Noida,3604000,3 years,"Data Scientist position at IBM requiring spark, statistics, numpy, python, tensorflow. Based in Noida. Looking for 3 years of industry experience.",2025-03-28
Software Engineer,Mad Street Den,Delhi,2001000,4 years,"Software Engineer position at Mad Street Den requiring microservices, git, algorithms, spring boot, sql, linux. Based in Delhi. Looking for 4 years of industry experience.",2026-05-23
Agentic AI Developer,McKinsey,"Toronto, Canada",9324000,7 years,"Agentic AI Developer position at McKinsey requiring crewai, vector databases, python, docker, fastapi. Based in Toronto, Canada. Looking for 7 years of industry experience.",2023-08-10
Cloud Architect,Deloitte,"Toronto, Canada",19595000,9 years,"Cloud Architect position at Deloitte requiring aws, networking, azure, gcp. Based in Toronto, Canada. Looking for 9 years of industry experience.",2023-04-10
Business Analyst,Google,Jaipur,817000,3 years,"Business Analyst position at Google requiring requirements gathering, jira, reporting, stakeholder management, sql. Based in Jaipur. Looking for 3 years of industry experience.",2025-04-11
Security Engineer,Mistral AI,Pune,1908000,3 years,"Security Engineer position at Mistral AI requiring zero trust, compliance, python, splunk, devsecops, siem, kubernetes. Based in Pune. Looking for 3 years of industry experience.",2025-08-16
Android Developer,Barclays,Mumbai,2099000,6 years,"Android Developer position at Barclays requiring android sdk, git, rest api, mvvm, firebase, java, ci/cd. Based in Mumbai. Looking for 6 years of industry experience.",2026-02-01
Data Scientist,Google,Delhi,3509000,3 years,"Data Scientist position at Google requiring machine learning, sql, numpy, scikit-learn, python, statistics. Based in Delhi. Looking for 3 years of industry experience.",2025-05-11
